-7.65346664387248e-03,-6.11314504959402e-03,-3.12098684100375e-03,-3.61558410127645e-04,3.43336789111878e-04,8.65903723030352e-04,1.50548187540383e-03,2.28928758272765e-03,3.23482821292777e-03,4.36250080926718e-03,5.69499118114668e-03,7.25567213288888e-03,9.06632915541691e-03,1.11443569365740e-02,1.34997768281839e-02,1.61325922636928e-02,1.90310659743358e-02,2.21714049319721e-02,2.55190684319964e-02,2.90315399426154e-02
-2.56603009727332e-04,-1.24723014069523e-03,-2.65182690375622e-03,-4.34974436731135e-03,-6.05826992788085e-03,-7.66356445612724e-03,-9.17945365920939e-03,-1.06444960980095e-02,-1.20868578805981e-02,-1.35218580279062e-02,-1.49561354769763e-02,-1.63913415114560e-02,-1.78264910534678e-02,-1.92593341797937e-02,-2.06871406999297e-02,-2.21071492492774e-02,-2.35168221872211e-02,-2.49139831803976e-02,-2.62968807302579e-02,-2.76642034754838e-02
1.13358953867733e-03,1.41739716309393e-03,1.71861691048368e-03,2.05003354311233e-03,2.42353935564327e-03,2.84977762172295e-03,3.33787721749293e-03,3.89528546933499e-03,4.52769723453161e-03,5.23907073074236e-03,6.03171553147484e-03,6.90643533853591e-03,7.86270769500540e-03,8.89888391341371e-03,1.00123949558377e-02,1.11999518511406e-02,1.24577324484408e-02,1.37815490642994e-02,1.51669941991505e-02,1.66095633246656e-02
-1.02154682987670e-03,-7.05340146528043e-03,-1.28346882482433e-02,-1.83223651440513e-02,-2.34654753343206e-02,-2.82097255588758e-02,-3.25058175580168e-02,-3.63206403151335e-02,-3.96484991757937e-02,-4.25182148054530e-02,-4.49925337751760e-02,-4.71591734988757e-02,-4.91164594423369e-02,-5.09585475697532e-02,-5.27645358780962e-02,-5.45932858514871e-02,-5.64833260596278e-02,-5.84559488750801e-02,-6.05195622145201e-02,-6.26739460466883e-02
1.65441727212787e-03,3.51596522744674e-03,5.57758244421767e-03,7.82379260081605e-03,1.02401162576015e-02,1.28132430296183e-02,1.55311695964306e-02,1.83833006424263e-02,2.13605083523584e-02,2.44551435889389e-02,2.76609901697665e-02,3.09731522323489e-02,3.43878660638599e-02,3.79022317289754e-02,4.15138688158845e-02,4.52205130804598e-02,4.90195867874786e-02,5.29077899565644e-02,5.68807692410748e-02,6.09329189699528e-02
8.92665731510314e-04,2.48179592176699e-03,4.27852511564350e-03,6.24769340034489e-03,8.33848335270717e-03,1.04770592304791e-02,1.25588085556033e-02,1.44437904259678e-02,1.59622246492012e-02,1.69385354966292e-02,1.72372522297521e-02,1.68180903327196e-02,1.57693092268289e-02,1.42906057336360e-02,1.26290852888807e-02,1.10058343937222e-02,9.57087537267991e-03,8.39639205117994e-03,7.49442950066253e-03,6.84104212914439e-03
1.11953627060903e-06,1.94130190263335e-03,3.74532778140766e-03,5.39573120397894e-03,6.87659666869287e-03,8.17550252807391e-03,9.28588273615977e-03,1.02094912760737e-02,1.09584623348403e-02,1.15563575903557e-02,1.20376727951718e-02,1.24455778217833e-02,1.28281221522307e-02,1.32335840634228e-02,1.37058868542984e-02,1.42809459601970e-02,1.49844902382754e-02,1.58314736682529e-02,1.68268298319048e-02,1.79671206699174e-02
5.27944344799107e-04,7.80858833386108e-04,7.62031132978787e-04,4.58353539797361e-04,-1.38870946701475e-04,-1.03306639996553e-03,-2.22146848670883e-03,-3.69417498461253e-03,-5.43318649402114e-03,-7.41146673815276e-03,-9.59205835959612e-03,-1.19272980105875e-02,-1.43581852843565e-02,-1.68139732532652e-02,-1.92120649816628e-02,-2.14583181963201e-02,-2.34478778096152e-02,-2.50666674251836e-02,-2.61936706577706e-02,-2.67041114373978e-02
3.94369591260502e-03,2.38881419479719e-03,1.03473105491513e-03,-1.46213458612487e-04,-1.18306466351648e-03,-2.10390049186666e-03,-2.93402783569518e-03,-3.69479531783135e-03,-4.40298090315053e-03,-5.07064627091316e-03,-5.70532538503720e-03,-6.31042122001172e-03,-6.88570919534944e-03,-7.42787683213429e-03,-7.93105914907596e-03,-8.38735399478543e-03,-8.78731963197358e-03,-9.12046805417982e-03,-9.37577238168197e-03,-9.54220547908284e-03
3.00406474254230e-03,5.14248406153288e-03,7.46904850546752e-03,9.95857637456527e-03,1.25801808637790e-02,1.52996449705552e-02,1.80814124469799e-02,2.08900357096947e-02,2.36910446082701e-02,2.64512916526805e-02,2.91388835439262e-02,3.17228292828360e-02,3.41725338379687e-02,3.64572530384183e-02,3.85456096406870e-02,4.04052557859014e-02,4.20027558118530e-02,4.33037531866366e-02,4.42734742183395e-02,4.48776043338250e-02
