-7.89617219000000e-01,-6.26639629000000e-01,-4.52684134000000e-01,3.20084969000000e-01,-1.42309259600000e+00,-9.76573970000000e-02,-3.87322043000000e-01,-7.55986138000000e-01,7.18670242000000e-01,5.00000000000000e-01
-7.87118355000000e-01,-6.26639629000000e-01,-4.52684134000000e-01,3.27885401000000e-01,-1.42309259600000e+00,-1.32768263000000e-01,-3.87322043000000e-01,-7.73541571000000e-01,6.92337092000000e-01,5.00000000000000e-01
-7.87118355000000e-01,-6.26639629000000e-01,-4.52495244000000e-01,3.72681036000000e-01,-1.24753826500000e+00,-1.85434563000000e-01,-3.60988894000000e-01,2.52306350000000e-02,5.51893627000000e-01,5.00000000000000e-01
-7.87118355000000e-01,-6.26639629000000e-01,-4.50653011000000e-01,3.77099828000000e-01,-1.21242739900000e+00,-1.59101413000000e-01,-4.22432909000000e-01,2.52306350000000e-02,-3.34655744000000e-01,5.00000000000000e-01
-7.87118355000000e-01,-6.26639629000000e-01,-4.47206796000000e-01,3.77099828000000e-01,-1.24753826500000e+00,-3.34655744000000e-01,-3.60988894000000e-01,1.26288866800000e+00,5.69449060000000e-01,5.00000000000000e-01
-7.87118355000000e-01,-6.15866476000000e-01,-4.39033655000000e-01,3.96032415000000e-01,-1.25631598100000e+00,-1.32768263000000e-01,-3.60988894000000e-01,1.20144465200000e+00,1.22777780100000e+00,5.00000000000000e-01
-7.87118355000000e-01,-6.10873566000000e-01,-4.36102769000000e-01,4.29596061000000e-01,-1.19487196600000e+00,-1.15212830000000e-01,-4.13655193000000e-01,-4.31210626000000e-01,1.21022236800000e+00,5.00000000000000e-01
-7.87118355000000e-01,-6.06410483000000e-01,-4.36102769000000e-01,4.43395180000000e-01,2.28988150400000e+00,-1.59101413000000e-01,-3.96099760000000e-01,-1.39675944600000e+00,2.52306350000000e-02,5.00000000000000e-01
-7.87118355000000e-01,-6.05981360000000e-01,-4.36102769000000e-01,4.98170930000000e-01,5.15637840000000e-02,-3.17100311000000e-01,1.30677725000000e+00,-1.37920401300000e+00,1.15755606900000e+00,5.00000000000000e-01
-7.87118355000000e-01,-6.02349187000000e-01,-4.34477870000000e-01,4.98170930000000e-01,1.25411095100000e+00,-1.15212830000000e-01,9.99557171000000e-01,-6.25465310000000e-02,-2.74356650000000e-02,5.00000000000000e-01
